Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Total,Fwd IAT Std,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Bwd Packets/s,Packet Length Min,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Seg Size Min,Active Mean,Active Std,Idle Std,Idle Max,Label,Traffic Type,Traffic Subtype
192.168.1.70-192.168.1.90-40314-0-6,192.168.1.70,40314.0,192.168.1.90,0,6.0,20934.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,2388.458966274959,95.53835865099838,20934.0,0.0,20934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,47.76917932549919,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-40508-0-6,192.168.1.70,40508.0,192.168.1.90,0,6.0,29849.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1675.097993232604,67.00391972930416,29849.0,0.0,29849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,33.50195986465208,0.0,28.867513459481287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-13710-0-6,192.168.1.70,13710.0,192.168.1.90,0,6.0,13400279.0,4.0,1.0,2000.0,0.0,500.0,0.0,0.0,0.0,0.0,149.25062381163855,0.3731265595290964,3350069.75,2849274.9831526587,20587.0,13379692.0,2187978.1319895163,3135045.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,20.0,0.0746253119058192,0.0,204.1241452319315,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,666.0,0.0,512.0,0.0,20.0,3135045.0,0.0,0.0,6985338.0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-17256-0-6,192.168.1.70,17256.0,192.168.1.90,0,6.0,10758.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,46477.04034207101,185.90816136828408,10758.0,0.0,10758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,92.95408068414204,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK
192.168.1.177-192.168.1.42-10850-53-17,192.168.1.177,10850.0,192.168.1.42,53,17.0,2469143.0,2.0,0.0,76.0,0.0,38.0,0.0,0.0,0.0,0.0,30.779910276561544,0.8099976388568828,2469143.0,0.0,2469143.0,2469143.0,0.0,2469143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Malicious,Mirai,Mirai DDoS DNS
192.168.1.70-192.168.1.90-1424-34185-6,192.168.1.70,1424.0,192.168.1.90,34185,6.0,86263.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.184911259752152,86263.0,0.0,86263.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,11.592455629876076,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-51065-0-6,192.168.1.70,51065.0,192.168.1.90,0,6.0,563999.0,2.0,1.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,177.30527891006898,5.3191583673020695,281999.5,342903.6553618232,39530.0,524469.0,0.0,524469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,1.7730527891006898,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-2103-60200-6,192.168.1.70,2103.0,192.168.1.90,60200,6.0,51095.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.14277326548586,51095.0,0.0,51095.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,19.57138663274293,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-27450-0-6,192.168.1.70,27450.0,192.168.1.90,0,6.0,7093992.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,140.96435406185967,0.422893062185579,3546996.0,4963780.709485261,37073.0,7056919.0,0.0,7056919.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,20.0,0.1409643540618596,0.0,250.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,7056919.0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-35825-0-6,192.168.1.70,35825.0,192.168.1.90,0,6.0,71923.0,1.0,1.0,480.0,0.0,480.0,0.0,0.0,0.0,0.0,6673.803929202063,27.807516371675263,71923.0,0.0,71923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,13.903758185837631,0.0,277.1281292110204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-49155-0-17,192.168.1.70,49155.0,192.168.1.90,0,17.0,1408933.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,70.97569579248977,1.4195139158497956,1408933.0,0.0,1408933.0,1408933.0,0.0,1408933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS UDP
192.168.1.70-192.168.1.90-3768-0-6,192.168.1.70,3768.0,192.168.1.90,0,6.0,54512427.0,3.0,0.0,4048.0,0.0,1356.0,11.547005383792516,0.0,0.0,0.0,74.258297103521,0.0550333229522141,27256213.5,3241423.446899911,24964181.0,54512427.0,3241423.446899911,24964181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1336.0,10.000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349.3333333333333,0.0,0.0,0.0,0.0,0.0,1.0,2024.0,0.0,512.0,0.0,20.0,0.0,0.0,3241423.446899911,29548246.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-64952-0-6,192.168.1.70,64952.0,192.168.1.90,0,6.0,3056045.0,2.0,1.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,32.72203125281205,0.9816609375843616,1528022.5,1757626.3346173726,285193.0,2770852.0,0.0,2770852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.3272203125281205,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-54396-53-17,192.168.1.70,54396.0,192.168.1.90,53,17.0,4655.0,1.0,1.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,25778.73254564984,429.6455424274973,4655.0,0.0,4655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,214.82277121374864,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,Bruteforce DNS
192.168.1.70-192.168.1.90-39928-0-6,192.168.1.70,39928.0,192.168.1.90,0,6.0,15074666.0,4.0,1.0,2000.0,0.0,500.0,0.0,0.0,0.0,0.0,132.67292290257043,0.3316823072564261,3768666.5,3587995.378561916,59357.0,15015309.0,3184009.2562175444,3099008.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,20.0,0.0663364614512852,0.0,204.1241452319315,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,666.0,0.0,512.0,0.0,20.0,6334473.0,0.0,0.0,8680836.0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-41168-0-6,192.168.1.70,41168.0,192.168.1.90,0,6.0,31220.0,1.0,1.0,480.0,0.0,480.0,0.0,0.0,0.0,0.0,15374.759769378605,64.06149903907752,31220.0,0.0,31220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,20.0,32.03074951953876,0.0,277.1281292110204,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-2597-0-6,192.168.1.70,2597.0,192.168.1.90,0,6.0,120817.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,413.84904442255646,16.55396177690226,120817.0,0.0,120817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,8.27698088845113,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-56113-0-6,192.168.1.70,56113.0,192.168.1.90,0,6.0,17400.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,28735.63218390805,114.9425287356322,17400.0,0.0,17400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,57.4712643678161,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN
192.168.1.70-192.168.1.90-1181-16999-6,192.168.1.70,1181.0,192.168.1.90,16999,6.0,6595554.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3032345728652968,6595554.0,0.0,6595554.0,6595554.0,0.0,6595554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,6595554.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-2103-40271-6,192.168.1.70,2103.0,192.168.1.90,40271,6.0,10717.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.6193897545955,10717.0,0.0,10717.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,93.30969487729774,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-23528-0-6,192.168.1.70,23528.0,192.168.1.90,0,6.0,7047802.0,2.0,0.0,980.0,0.0,500.0,14.142135623730953,0.0,0.0,0.0,139.05044437968036,0.2837764171013885,7047802.0,0.0,7047802.0,7047802.0,0.0,7047802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,480.0,11.547005383792516,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2.0,980.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,7047802.0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-11810-0-6,192.168.1.70,11810.0,192.168.1.90,0,6.0,28268.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,17687.8449129758,70.7513796519032,28268.0,0.0,28268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,35.3756898259516,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-42795-0-6,192.168.1.70,42795.0,192.168.1.90,0,6.0,6944517.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,143.99849550371897,0.2879969910074379,6944517.0,0.0,6944517.0,6944517.0,0.0,6944517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,6944517.0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-48327-0-6,192.168.1.70,48327.0,192.168.1.90,0,6.0,45432.0,1.0,1.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,660.3275224511358,44.02183483007572,45432.0,0.0,45432.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,20.0,22.01091741503786,0.0,17.320508075688775,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-64427-0-6,192.168.1.70,64427.0,192.168.1.90,0,6.0,19178819.0,3.0,0.0,150.0,0.0,50.0,0.0,0.0,0.0,0.0,7.821128089273901,0.156422561785478,9589409.5,8473853.821547814,3597490.0,19178819.0,8473853.821547814,3597490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,50.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,15581329.0,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-1810-0-6,192.168.1.70,1810.0,192.168.1.90,0,6.0,161110.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,310.3469679101235,12.41387871640494,161110.0,0.0,161110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6.206939358202471,0.0,28.867513459481287,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-10489-0-6,192.168.1.70,10489.0,192.168.1.90,0,6.0,579311.0,2.0,1.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,172.6188523953455,5.178565571860365,289655.5,372035.0405331465,26587.0,552724.0,0.0,552724.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,20.0,1.726188523953455,0.0,25.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-37695-0-6,192.168.1.70,37695.0,192.168.1.90,0,6.0,26701.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1872.5890416089285,74.90356166435714,26701.0,0.0,26701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,37.45178083217857,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-3743-0-6,192.168.1.70,3743.0,192.168.1.90,0,6.0,7598708.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,131.60131959275182,0.3948039587782554,3799354.0,4650600.287670614,510883.0,7087825.0,0.0,7087825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.1316013195927518,0.0,250.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,7087825.0,Malicious,DoS,DoS FIN
192.168.1.70-192.168.1.90-59654-0-6,192.168.1.70,59654.0,192.168.1.90,0,6.0,39102.0,1.0,1.0,480.0,0.0,480.0,0.0,0.0,0.0,0.0,12275.586926499924,51.14827886041635,39102.0,0.0,39102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,25.574139430208174,0.0,277.1281292110204,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN
192.168.1.70-192.168.1.90-32354-0-6,192.168.1.70,32354.0,192.168.1.90,0,6.0,3002019.0,2.0,0.0,960.0,0.0,480.0,0.0,0.0,0.0,0.0,319.7847848398028,0.6662183017495892,3002019.0,0.0,3002019.0,3002019.0,0.0,3002019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,480.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,2.0,960.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-33308-0-6,192.168.1.70,33308.0,192.168.1.90,0,6.0,10597.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,4718.316504671133,188.7326601868453,10597.0,0.0,10597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,94.36633009342266,0.0,28.867513459481287,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-24643-0-6,192.168.1.70,24643.0,192.168.1.90,0,6.0,17030350.0,3.0,0.0,1480.0,0.0,500.0,11.547005383792516,0.0,0.0,0.0,86.90367490979341,0.1761560977901217,8515175.0,2224113.870554293,6942489.0,17030350.0,2224113.870554293,6942489.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,480.0,11.547005383792513,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,493.3333333333333,0.0,0.0,0.0,0.0,0.0,1.0,740.0,0.0,512.0,0.0,20.0,0.0,0.0,2224113.870554293,10087861.0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-356-0-6,192.168.1.70,356.0,192.168.1.90,0,6.0,32008.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1562.109472631842,62.48437890527368,32008.0,0.0,32008.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,31.24218945263684,0.0,28.867513459481287,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-6225-0-6,192.168.1.70,6225.0,192.168.1.90,0,6.0,41724687.0,3.0,1.0,150.0,0.0,50.0,0.0,0.0,0.0,0.0,3.594994013975468,0.0958665070393458,13908229.0,19689392.276049584,56773.0,41667914.0,22080536.37075916,5220660.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,20.0,0.0239666267598364,0.0,22.36067977499789,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,512.0,0.0,20.0,0.0,0.0,22080536.37075916,36447254.0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-41776-0-6,192.168.1.70,41776.0,192.168.1.90,0,6.0,11300709.0,3.0,1.0,110.0,0.0,50.0,11.547005383792516,0.0,0.0,0.0,9.733902536557665,0.3539600922384605,3766903.0,5400126.026850855,20451.0,11280258.0,6104823.365936806,1323367.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,20.0,0.0884900230596151,0.0,20.4939015319192,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,36.66666666666666,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,9956891.0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-21055-0-6,192.168.1.70,21055.0,192.168.1.90,0,6.0,9987274.0,3.0,0.0,1500.0,0.0,500.0,0.0,0.0,0.0,0.0,150.19113323615633,0.3003822664723127,4993637.0,2673787.114341379,3102984.0,9987274.0,2673787.114341379,3102984.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,500.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,750.0,0.0,1000.0,0.0,20.0,3102984.0,0.0,0.0,6884290.0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-34690-0-6,192.168.1.70,34690.0,192.168.1.90,0,6.0,3100283.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,322.5511993582521,0.9676535980747564,1550141.5,2170674.27556612,15243.0,3085040.0,0.0,3085040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.3225511993582521,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-22729-0-6,192.168.1.70,22729.0,192.168.1.90,0,6.0,10058949.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,99.4139646199618,0.1988279292399235,10058949.0,0.0,10058949.0,10058949.0,0.0,10058949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,10058949.0,Malicious,DoS,DoS ACK
192.168.1.70-192.168.1.90-6431-0-6,192.168.1.70,6431.0,192.168.1.90,0,6.0,8647541.0,2.0,1.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,11.56398102073179,0.3469194306219537,4323770.5,6061419.030387233,37700.0,8609841.0,0.0,8609841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.1156398102073179,0.0,25.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,8609841.0,Malicious,DoS,DoS CWR
192.168.1.70-192.168.1.90-12545-0-6,192.168.1.70,12545.0,192.168.1.90,0,6.0,74994.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,6667.20004267008,26.66880017068032,74994.0,0.0,74994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,13.33440008534016,0.0,288.67513459481285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG
192.168.1.70-192.168.1.90-2963-25080-6,192.168.1.70,2963.0,192.168.1.90,25080,6.0,1858299.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.076253067993902,1858299.0,0.0,1858299.0,1858299.0,0.0,1858299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-9508-0-6,192.168.1.70,9508.0,192.168.1.90,0,6.0,5635946.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,177.43250201474606,0.5322975060442382,2817973.0,3971460.993893557,9726.0,5626220.0,0.0,5626220.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,20.0,0.177432502014746,0.0,250.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,5626220.0,Malicious,DoS,DoS URG
