Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Total,Fwd IAT Std,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Bwd Packets/s,Packet Length Min,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Seg Size Min,Active Mean,Active Std,Idle Std,Idle Max,Label,Traffic Type,Traffic Subtype,Birch_Cluster
192.168.1.70-192.168.1.90-10557-0-6,192.168.1.70,10557.0,192.168.1.90,0,6.0,20095604.0,5.0,0.0,2480.0,0.0,500.0,8.944271909999163,0.0,0.0,0.0,123.41007515872624,0.2488106354006577,5023901.0,2287043.248007932,3036845.0,20095604.0,2287043.248007932,3036845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,480.0,10.32795558988644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,1.0,620.0,0.0,512.0,0.0,20.0,3036845.0,0.0,45581.51732884723,7036633.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-1892-45775-6,192.168.1.70,1892.0,192.168.1.90,45775,6.0,64428.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.042403923759856,64428.0,0.0,64428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,15.521201961879928,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-48940-0-6,192.168.1.70,48940.0,192.168.1.90,0,6.0,106984.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,467.3596051746056,18.69438420698422,106984.0,0.0,106984.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,9.34719210349211,0.0,28.867513459481287,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS PSH,0
192.168.1.70-192.168.1.90-13002-0-6,192.168.1.70,13002.0,192.168.1.90,0,6.0,10803890.0,2.0,1.0,2692.0,0.0,1356.0,14.142135623730953,0.0,0.0,0.0,249.1695120924037,0.2776777623615197,5401945.0,7488950.948983977,106457.0,10697433.0,0.0,10697433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0925592541205065,0.0,674.7325396036566,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1346.0,0.0,0.0,0.0,0.0,0.0,2.0,2692.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,10697433.0,Malicious,DoS,DoS FIN,0
192.168.1.70-192.168.1.90-41690-0-6,192.168.1.70,41690.0,192.168.1.90,0,6.0,30430564.0,5.0,1.0,2480.0,0.0,500.0,8.944271909999163,0.0,0.0,0.0,81.4970107027921,0.1971701871841744,6086112.8,4316570.711854341,257067.0,30173497.0,3268991.2903235024,3095358.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,20.0,0.032861697864029,0.0,186.70067717376617,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,1.0,620.0,0.0,512.0,0.0,20.0,3095358.0,0.0,1685098.5265379392,10214839.0,Malicious,DoS,DoS URG,0
192.168.1.70-192.168.1.90-59246-0-6,192.168.1.70,59246.0,192.168.1.90,0,6.0,9420.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,5307.855626326964,212.31422505307856,9420.0,0.0,9420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,106.15711252653928,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-34552-0-6,192.168.1.70,34552.0,192.168.1.90,0,6.0,45939.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1088.399834563225,43.53599338252901,45939.0,0.0,45939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,21.767996691264504,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-2963-9998-6,192.168.1.70,2963.0,192.168.1.90,9998,6.0,5051354.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395933446755068,5051354.0,0.0,5051354.0,5051354.0,0.0,5051354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,5051354.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-55652-0-6,192.168.1.70,55652.0,192.168.1.90,0,6.0,4118989.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,24.2778021499936,0.485556042999872,4118989.0,0.0,4118989.0,4118989.0,0.0,4118989.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS PSH,0
192.168.1.70-192.168.1.90-27066-0-6,192.168.1.70,27066.0,192.168.1.90,0,6.0,13576402.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,73.65721786965354,0.2209716536089606,6788201.0,9260553.2491315,240001.0,13336401.0,0.0,13336401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0736572178696535,0.0,250.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,13336401.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-39761-0-6,192.168.1.70,39761.0,192.168.1.90,0,6.0,532156.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,187.91482196949767,3.7582964393899534,532156.0,0.0,532156.0,532156.0,0.0,532156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-63838-0-6,192.168.1.70,63838.0,192.168.1.90,0,6.0,10097885.0,2.0,0.0,980.0,0.0,500.0,14.142135623730953,0.0,0.0,0.0,97.05002582223902,0.1980612771882429,10097885.0,0.0,10097885.0,10097885.0,0.0,10097885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,480.0,11.547005383792516,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2.0,980.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,10097885.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-60266-0-6,192.168.1.70,60266.0,192.168.1.90,0,6.0,768158.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,650.9077559564569,2.603631023825828,768158.0,0.0,768158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.3018155119129138,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-2963-60846-6,192.168.1.70,2963.0,192.168.1.90,60846,6.0,4828513.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4142061955720115,4828513.0,0.0,4828513.0,4828513.0,0.0,4828513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-1553-37258-6,192.168.1.70,1553.0,192.168.1.90,37258,6.0,12616.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.5288522511097,12616.0,0.0,12616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,79.26442612555485,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-11751-0-6,192.168.1.70,11751.0,192.168.1.90,0,6.0,4760707.0,2.0,1.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,21.00528345894843,0.6301585037684528,2380353.5,3311346.408064324,38878.0,4721829.0,0.0,4721829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.2100528345894843,0.0,25.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-17190-0-6,192.168.1.70,17190.0,192.168.1.90,0,6.0,102398.0,1.0,1.0,480.0,0.0,480.0,0.0,0.0,0.0,0.0,4687.591554522549,19.53163147717729,102398.0,0.0,102398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,9.765815738588644,0.0,277.1281292110204,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-42110-0-6,192.168.1.70,42110.0,192.168.1.90,0,6.0,23604914.0,2.0,0.0,80.0,0.0,50.0,14.142135623730953,0.0,0.0,0.0,3.389124823754918,0.0847281205938729,23604914.0,0.0,23604914.0,23604914.0,0.0,23604914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,30.0,11.547005383792516,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,23604914.0,Malicious,DoS,DoS FIN,0
192.168.1.70-192.168.1.90-1892-9852-6,192.168.1.70,1892.0,192.168.1.90,9852,6.0,56715.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.264039495724234,56715.0,0.0,56715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,17.632019747862117,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-26885-0-6,192.168.1.70,26885.0,192.168.1.90,0,6.0,18896033.0,3.0,1.0,1480.0,0.0,500.0,11.547005383792516,0.0,0.0,0.0,78.32331791545877,0.2116846430147534,6298677.666666666,5491415.565344544,7736.0,18888297.0,973328.9487693768,8755901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0529211607536883,0.0,221.54006409676785,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,493.3333333333333,0.0,0.0,0.0,0.0,0.0,1.0,740.0,0.0,512.0,0.0,20.0,0.0,0.0,973328.9487693768,10132396.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-55445-0-6,192.168.1.70,55445.0,192.168.1.90,0,6.0,101119.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,494.4669152187027,19.778676608748107,101119.0,0.0,101119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.889338304374052,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-2389-28173-6,192.168.1.70,2389.0,192.168.1.90,28173,6.0,34629.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.75506078720148,34629.0,0.0,34629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,28.87753039360074,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-48443-0-6,192.168.1.70,48443.0,192.168.1.90,0,6.0,67674.0,1.0,1.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,443.301711144605,29.55344740964033,67674.0,0.0,67674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,14.776723704820167,0.0,17.320508075688775,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-1966-0-6,192.168.1.70,1966.0,192.168.1.90,0,6.0,46851775.0,3.0,0.0,4068.0,0.0,1356.0,0.0,0.0,0.0,0.0,86.82701989412354,0.0640317255856368,23425887.5,9911119.06498759,16417668.0,46851775.0,9911119.06498759,16417668.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,1356.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1356.0,0.0,0.0,0.0,0.0,0.0,1.0,2034.0,0.0,512.0,0.0,20.0,0.0,0.0,9911119.06498759,30434107.0,Malicious,DoS,DoS PSH,0
192.168.1.70-192.168.1.90-11952-0-6,192.168.1.70,11952.0,192.168.1.90,0,6.0,9895435.0,2.0,0.0,2712.0,0.0,1356.0,0.0,0.0,0.0,0.0,274.0657687105215,0.2021133987540719,9895435.0,0.0,9895435.0,9895435.0,0.0,9895435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1356.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,0.0,0.0,0.0,0.0,0.0,2.0,2712.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,9895435.0,Malicious,DoS,DoS FIN,0
192.168.1.70-192.168.1.90-2397-33036-6,192.168.1.70,2397.0,192.168.1.90,33036,6.0,13879.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.102601051949,13879.0,0.0,13879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,72.0513005259745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-3926-0-6,192.168.1.70,3926.0,192.168.1.90,0,6.0,76463.0,1.0,1.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,392.3466251651125,26.156441677674167,76463.0,0.0,76463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,13.078220838837083,0.0,17.320508075688775,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-12198-0-6,192.168.1.70,12198.0,192.168.1.90,0,6.0,2825508.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,353.91865816695616,0.7078373163339123,2825508.0,0.0,2825508.0,2825508.0,0.0,2825508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-34205-0-6,192.168.1.70,34205.0,192.168.1.90,0,6.0,15378.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,32513.98101183509,130.05592404734037,15378.0,0.0,15378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,65.02796202367018,0.0,288.67513459481285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG,0
192.168.1.70-192.168.1.90-62891-0-6,192.168.1.70,62891.0,192.168.1.90,0,6.0,9994396.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,100.05607142242512,0.2001121428448502,9994396.0,0.0,9994396.0,9994396.0,0.0,9994396.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,9994396.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-28497-0-6,192.168.1.70,28497.0,192.168.1.90,0,6.0,30048.0,1.0,1.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,998.4025559105432,66.5601703940362,30048.0,0.0,30048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,33.2800851970181,0.0,17.320508075688775,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-3717-0-6,192.168.1.70,3717.0,192.168.1.90,0,6.0,3058176.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,326.99229867738154,0.6539845973547631,3058176.0,0.0,3058176.0,3058176.0,0.0,3058176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-2963-33891-6,192.168.1.70,2963.0,192.168.1.90,33891,6.0,5370431.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3724095887276086,5370431.0,0.0,5370431.0,5370431.0,0.0,5370431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,5370431.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-26727-0-6,192.168.1.70,26727.0,192.168.1.90,0,6.0,9130727.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,109.52030435254498,0.3285609130576349,4565363.5,6095925.841309136,254893.0,8875834.0,0.0,8875834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.1095203043525449,0.0,250.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,8875834.0,Malicious,DoS,DoS FIN,0
192.168.1.70-192.168.1.90-8049-0-6,192.168.1.70,8049.0,192.168.1.90,0,6.0,30063.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1663.1740012640123,66.52696005056049,30063.0,0.0,30063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,33.263480025280245,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-1424-2088-6,192.168.1.70,1424.0,192.168.1.90,2088,6.0,3892364.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5138265588727056,3892364.0,0.0,3892364.0,3892364.0,0.0,3892364.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-15739-0-17,192.168.1.70,15739.0,192.168.1.90,0,17.0,8652769.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,11.556994067448237,0.2311398813489647,8652769.0,0.0,8652769.0,8652769.0,0.0,8652769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8652769.0,Malicious,DoS,DoS UDP,0
192.168.1.70-192.168.1.90-65218-0-6,192.168.1.70,65218.0,192.168.1.90,0,6.0,14511.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,3445.661911653229,137.82647646612915,14511.0,0.0,14511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,68.91323823306458,0.0,28.867513459481287,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG,0
192.168.1.70-192.168.1.90-55103-0-6,192.168.1.70,55103.0,192.168.1.90,0,6.0,18991.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,2632.826075509452,105.31304302037807,18991.0,0.0,18991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,52.65652151018904,0.0,28.867513459481287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-8698-0-6,192.168.1.70,8698.0,192.168.1.90,0,6.0,83343.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,5999.304080726636,23.997216322906542,83343.0,0.0,83343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,11.998608161453271,0.0,288.67513459481285,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS FIN,0
192.168.1.70-192.168.1.90-60492-9580-6,192.168.1.70,60492.0,192.168.1.90,9580,6.0,7346.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.2570106180234,7346.0,0.0,7346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,136.1285053090117,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65280.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-53560-0-6,192.168.1.70,53560.0,192.168.1.90,0,6.0,10022243.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,99.7780636530166,0.1995561273060332,10022243.0,0.0,10022243.0,10022243.0,0.0,10022243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,10022243.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-46044-0-6,192.168.1.70,46044.0,192.168.1.90,0,6.0,163942.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,304.9859096509741,12.199436386038965,163942.0,0.0,163942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,6.099718193019482,0.0,28.867513459481287,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS URG,0
