Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Total,Fwd IAT Std,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Bwd Packets/s,Packet Length Min,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Seg Size Min,Active Mean,Active Std,Idle Std,Idle Max,Label,Traffic Type,Traffic Subtype,Cluster
192.168.1.70-192.168.1.90-17354-0-6,192.168.1.70,17354.0,192.168.1.90,0,6.0,11968416.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,8.355324547542466,0.1671064909508493,11968416.0,0.0,11968416.0,11968416.0,0.0,11968416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,11968416.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-31779-0-6,192.168.1.70,31779.0,192.168.1.90,0,6.0,105076.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,475.8460542845178,19.03384217138072,105076.0,0.0,105076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.516921085690358,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-20976-0-6,192.168.1.70,20976.0,192.168.1.90,0,6.0,210378.0,2.0,1.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,475.3348734183232,14.260046202549695,105189.0,110424.623377216,27107.0,27107.0,0.0,27107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,4.753348734183232,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-27978-0-6,192.168.1.70,27978.0,192.168.1.90,0,6.0,8565.0,1.0,1.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,3502.626970227671,233.5084646818447,8565.0,0.0,8565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,116.75423234092236,0.0,17.320508075688775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-1892-42886-6,192.168.1.70,1892.0,192.168.1.90,42886,6.0,13133.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.2881291403335,13133.0,0.0,13133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,76.14406457016675,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-1181-29723-6,192.168.1.70,1181.0,192.168.1.90,29723,6.0,5209077.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3839451787715943,5209077.0,0.0,5209077.0,5209077.0,0.0,5209077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,5209077.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-35343-0-6,192.168.1.70,35343.0,192.168.1.90,0,6.0,24085.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,2075.980900975711,83.03923603902844,24085.0,0.0,24085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,41.51961801951422,0.0,28.867513459481287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-62762-0-6,192.168.1.70,62762.0,192.168.1.90,0,6.0,134016.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,373.0897803247374,14.923591212989496,134016.0,0.0,134016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,7.461795606494747,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-9104-0-6,192.168.1.70,9104.0,192.168.1.90,0,6.0,245987.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,2032.627740490351,8.130510961961404,245987.0,0.0,245987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4.065255480980702,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-56269-0-6,192.168.1.70,56269.0,192.168.1.90,0,6.0,54457.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,918.1556090126156,36.72622436050462,54457.0,0.0,54457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,18.36311218025231,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-37234-0-6,192.168.1.70,37234.0,192.168.1.90,0,6.0,13666205.0,2.0,1.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,7.317320353382669,0.2195196106014801,6833102.5,9621506.512189891,29670.0,13636535.0,0.0,13636535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0731732035338267,0.0,25.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,13636535.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-1555-0-6,192.168.1.70,1555.0,192.168.1.90,0,6.0,25847.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,19344.604789724148,77.37841915889659,25847.0,0.0,25847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,38.689209579448296,0.0,288.67513459481285,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-5127-0-6,192.168.1.70,5127.0,192.168.1.90,0,6.0,3018523.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,331.28785170760665,0.6625757034152133,3018523.0,0.0,3018523.0,3018523.0,0.0,3018523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-9679-0-6,192.168.1.70,9679.0,192.168.1.90,0,6.0,3056833.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,327.13596064946955,0.6542719212989391,3056833.0,0.0,3056833.0,3056833.0,0.0,3056833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-3641-0-6,192.168.1.70,3641.0,192.168.1.90,0,6.0,6890016.0,2.0,1.0,980.0,0.0,500.0,14.142135623730953,0.0,0.0,0.0,142.23479306869532,0.4354126318429449,3445008.0,4643280.318271771,161713.0,6728303.0,0.0,6728303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.1451375439476483,0.0,246.84678108764825,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2.0,980.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,6728303.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-56310-0-6,192.168.1.70,56310.0,192.168.1.90,0,6.0,10836585.0,3.0,1.0,150.0,0.0,50.0,0.0,0.0,0.0,0.0,13.841999116880457,0.3691199764501455,3612195.0,4540872.167339222,38765.0,10797820.0,4699461.366250604,2075889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0922799941125363,0.0,22.36067977499789,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,512.0,0.0,20.0,2075889.0,0.0,0.0,8721931.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-34339-0-6,192.168.1.70,34339.0,192.168.1.90,0,6.0,57289.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,872.7678961057096,34.910715844228385,57289.0,0.0,57289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,17.455357922114192,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-11423-0-6,192.168.1.70,11423.0,192.168.1.90,0,6.0,47078.0,1.0,1.0,1356.0,0.0,1356.0,0.0,0.0,0.0,0.0,28803.262670461787,42.48268830451591,47078.0,0.0,47078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,21.241344152257955,0.0,782.8869650211325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-19351-0-6,192.168.1.70,19351.0,192.168.1.90,0,6.0,19833.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,2521.050773962588,100.8420309585035,19833.0,0.0,19833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,50.42101547925175,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-15236-0-6,192.168.1.70,15236.0,192.168.1.90,0,6.0,37409.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,13365.767596033042,53.463070384132166,37409.0,0.0,37409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,26.731535192066083,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-58540-0-6,192.168.1.70,58540.0,192.168.1.90,0,6.0,9947784.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,100.52490082213284,0.3015747024663985,4973892.0,6976418.740776531,40819.0,9906965.0,0.0,9906965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.1005249008221328,0.0,250.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,9906965.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-55137-0-6,192.168.1.70,55137.0,192.168.1.90,0,6.0,24104.0,1.0,1.0,480.0,0.0,480.0,0.0,0.0,0.0,0.0,19913.70726850316,82.9737802854298,24104.0,0.0,24104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,41.4868901427149,0.0,277.1281292110204,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-18294-0-6,192.168.1.70,18294.0,192.168.1.90,0,6.0,10091056.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,99.09765638006569,0.1981953127601313,10091056.0,0.0,10091056.0,10091056.0,0.0,10091056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,10091056.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-12576-0-6,192.168.1.70,12576.0,192.168.1.90,0,6.0,26228.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1906.3596156779013,76.25438462711605,26228.0,0.0,26228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,38.12719231355803,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-8074-0-6,192.168.1.70,8074.0,192.168.1.90,0,6.0,67628.0,1.0,1.0,1356.0,0.0,1356.0,0.0,0.0,0.0,0.0,20050.86650499793,29.57354941740108,67628.0,0.0,67628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,14.78677470870054,0.0,782.8869650211325,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-27245-0-6,192.168.1.70,27245.0,192.168.1.90,0,6.0,76376.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,6546.559128522049,26.1862365140882,76376.0,0.0,76376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,13.093118257044098,0.0,288.67513459481285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-9373-0-6,192.168.1.70,9373.0,192.168.1.90,0,6.0,245906.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,203.32972761949688,8.133189104779875,245906.0,0.0,245906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4.066594552389938,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-2925-0-6,192.168.1.70,2925.0,192.168.1.90,0,6.0,2604.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,19201.228878648235,768.0491551459294,2604.0,0.0,2604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,384.0245775729647,0.0,28.867513459481287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-49609-0-6,192.168.1.70,49609.0,192.168.1.90,0,6.0,59592.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,8390.387971539803,33.561551886159215,59592.0,0.0,59592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,16.780775943079608,0.0,288.67513459481285,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS FIN,0
192.168.1.70-192.168.1.90-22005-0-6,192.168.1.70,22005.0,192.168.1.90,0,6.0,27222.0,1.0,1.0,1356.0,0.0,1356.0,0.0,0.0,0.0,0.0,49812.65153184924,73.46998751010213,27222.0,0.0,27222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,36.734993755051065,0.0,782.8869650211325,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-2759-52627-6,192.168.1.70,2759.0,192.168.1.90,52627,6.0,130877.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.281523873560673,130877.0,0.0,130877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,7.640761936780336,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-25801-0-6,192.168.1.70,25801.0,192.168.1.90,0,6.0,27590.0,1.0,1.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,1087.3504893077202,72.49003262051468,27590.0,0.0,27590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,36.24501631025734,0.0,17.320508075688775,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,40.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-3021-52360-6,192.168.1.70,3021.0,192.168.1.90,52360,6.0,69192.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.90507573129841,69192.0,0.0,69192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,14.452537865649209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering,0
192.168.1.70-192.168.1.90-44820-0-6,192.168.1.70,44820.0,192.168.1.90,0,6.0,103712.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,482.1042887997532,19.284171551990127,103712.0,0.0,103712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.642085775995064,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ECN,0
192.168.1.70-192.168.1.90-2045-0-6,192.168.1.70,2045.0,192.168.1.90,0,6.0,7559.0,1.0,1.0,1356.0,0.0,1356.0,0.0,0.0,0.0,0.0,179388.808043392,264.58526260087314,7559.0,0.0,7559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,132.29263130043657,0.0,782.8869650211325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-59400-0-6,192.168.1.70,59400.0,192.168.1.90,0,6.0,2193721.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,45.58464818452301,0.9116929636904602,2193721.0,0.0,2193721.0,2193721.0,0.0,2193721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-6389-0-6,192.168.1.70,6389.0,192.168.1.90,0,6.0,25380.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1970.055161544524,78.80220646178093,25380.0,0.0,25380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,39.40110323089046,0.0,28.867513459481287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS ACK,0
192.168.1.70-192.168.1.90-14007-0-6,192.168.1.70,14007.0,192.168.1.90,0,6.0,3042737.0,2.0,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,328.65147398542825,0.6573029479708565,3042737.0,0.0,3042737.0,3042737.0,0.0,3042737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,500.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST,0
192.168.1.70-192.168.1.90-24776-0-6,192.168.1.70,24776.0,192.168.1.90,0,6.0,3322229.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,301.0027303957674,0.9030081911873022,1661114.5,2329763.4018381564,13723.0,3308506.0,0.0,3308506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.3010027303957674,0.0,250.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-5216-0-6,192.168.1.70,5216.0,192.168.1.90,0,6.0,3177745.0,2.0,1.0,1000.0,0.0,500.0,0.0,0.0,0.0,0.0,314.6885605987894,0.9440656817963682,1588872.5,2223936.386752216,16312.0,3161433.0,0.0,3161433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.3146885605987894,0.0,250.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,1000.0,0.0,1000.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS CWR,0
192.168.1.70-192.168.1.90-11517-0-6,192.168.1.70,11517.0,192.168.1.90,0,6.0,23150.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,21598.272138228946,86.39308855291577,23150.0,0.0,23150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,43.196544276457885,0.0,288.67513459481285,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
192.168.1.70-192.168.1.90-4912-0-6,192.168.1.70,4912.0,192.168.1.90,0,6.0,73709.0,1.0,1.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,6783.432145328251,27.133728581313,73709.0,0.0,73709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,13.5668642906565,0.0,288.67513459481285,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS FIN,0
192.168.1.70-192.168.1.90-12283-0-6,192.168.1.70,12283.0,192.168.1.90,0,6.0,31882.0,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1568.2830437237312,62.73132174894925,31882.0,0.0,31882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,31.365660874474624,0.0,28.867513459481287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,20.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS SYN,0
